time,x gyro vals,x gyro mean offset,y gyro vals,y gyro mean offset,z gyro vals,z gyro mean offset
0,6.450381679389313,6.44521053927604,3.885496183206107,2.0539276040384142,-0.2824427480916031,-0.2895838463432652
1,6.687022900763359,6.44521053927604,0.022900763358778626,2.0539276040384142,-0.4122137404580153,-0.2895838463432652
2,6.396946564885496,6.44521053927604,1.8396946564885497,2.0539276040384142,-0.37404580152671757,-0.2895838463432652
3,6.3893129770992365,6.44521053927604,0.03816793893129771,2.0539276040384142,-0.1450381679389313,-0.2895838463432652
4,6.580152671755725,6.44521053927604,3.8931297709923665,2.0539276040384142,-0.15267175572519084,-0.2895838463432652
5,6.2748091603053435,6.44521053927604,2.0,2.0539276040384142,-0.29770992366412213,-0.2895838463432652
6,6.526717557251908,6.44521053927604,2.0610687022900764,2.0539276040384142,-0.15267175572519084,-0.2895838463432652
7,6.587786259541985,6.44521053927604,1.9389312977099236,2.0539276040384142,-0.3816793893129771,-0.2895838463432652
8,6.473282442748092,6.44521053927604,1.7709923664122138,2.0539276040384142,-0.46564885496183206,-0.2895838463432652
9,6.458015267175573,6.44521053927604,3.8625954198473282,2.0539276040384142,-0.48091603053435117,-0.2895838463432652
10,6.465648854961832,6.44521053927604,1.7557251908396947,2.0539276040384142,-0.2748091603053435,-0.2895838463432652
11,6.351145038167939,6.44521053927604,2.099236641221374,2.0539276040384142,-0.25190839694656486,-0.2895838463432652
12,6.656488549618321,6.44521053927604,2.0229007633587788,2.0539276040384142,-0.48091603053435117,-0.2895838463432652
13,6.404580152671755,6.44521053927604,2.053435114503817,2.0539276040384142,-0.3435114503816794,-0.2895838463432652
14,6.541984732824427,6.44521053927604,2.0610687022900764,2.0539276040384142,-0.16030534351145037,-0.2895838463432652
15,6.541984732824427,6.44521053927604,2.045801526717557,2.0539276040384142,-0.26717557251908397,-0.2895838463432652
16,6.198473282442748,6.44521053927604,2.0610687022900764,2.0539276040384142,-0.25190839694656486,-0.2895838463432652
17,6.1603053435114505,6.44521053927604,2.183206106870229,2.0539276040384142,-0.40458015267175573,-0.2895838463432652
18,6.748091603053435,6.44521053927604,0.0,2.0539276040384142,-0.4122137404580153,-0.2895838463432652
19,6.343511450381679,6.44521053927604,1.8015267175572518,2.0539276040384142,-0.2824427480916031,-0.2895838463432652
20,6.5038167938931295,6.44521053927604,2.0,2.0539276040384142,-0.20610687022900764,-0.2895838463432652
21,6.564885496183206,6.44521053927604,3.8244274809160306,2.0539276040384142,-0.42748091603053434,-0.2895838463432652
22,6.320610687022901,6.44521053927604,2.0381679389312977,2.0539276040384142,-0.26717557251908397,-0.2895838463432652
23,6.648854961832061,6.44521053927604,2.068702290076336,2.0539276040384142,-0.20610687022900764,-0.2895838463432652
24,6.4961832061068705,6.44521053927604,2.1755725190839694,2.0539276040384142,-0.13740458015267176,-0.2895838463432652
25,6.145038167938932,6.44521053927604,1.9694656488549618,2.0539276040384142,-0.2595419847328244,-0.2895838463432652
26,6.351145038167939,6.44521053927604,2.2061068702290076,2.0539276040384142,-0.26717557251908397,-0.2895838463432652
27,6.3893129770992365,6.44521053927604,2.0839694656488548,2.0539276040384142,-0.05343511450381679,-0.2895838463432652
28,6.442748091603053,6.44521053927604,1.9236641221374047,2.0539276040384142,-0.37404580152671757,-0.2895838463432652
29,6.145038167938932,6.44521053927604,1.9618320610687023,2.0539276040384142,-0.32061068702290074,-0.2895838463432652
