time,x gyro vals,x gyro mean offset,y gyro vals,y gyro mean offset,z gyro vals,z gyro mean offset
37,6.106870229007634,5.94731573019647,1.8244274809160306,1.7050431735702667,-0.3053435114503817,-0.3376298335627581
38,6.290076335877862,5.94731573019647,1.8778625954198473,1.7050431735702667,-0.366412213740458,-0.3376298335627581
39,6.33587786259542,5.94731573019647,1.6793893129770991,1.7050431735702667,-0.3511450381679389,-0.3376298335627581
40,6.343511450381679,5.94731573019647,1.916030534351145,1.7050431735702667,-0.4122137404580153,-0.3376298335627581
41,6.343511450381679,5.94731573019647,1.748091603053435,1.7050431735702667,-0.40458015267175573,-0.3376298335627581
42,6.015267175572519,5.94731573019647,1.8778625954198473,1.7050431735702667,-0.1450381679389313,-0.3376298335627581
43,6.366412213740458,5.94731573019647,0.007633587786259542,1.7050431735702667,-0.4961832061068702,-0.3376298335627581
44,6.183206106870229,5.94731573019647,1.7557251908396947,1.7050431735702667,-0.44274809160305345,-0.3376298335627581
45,6.251908396946565,5.94731573019647,1.5954198473282444,1.7050431735702667,-0.6335877862595419,-0.3376298335627581
46,5.9541984732824424,5.94731573019647,1.8625954198473282,1.7050431735702667,-0.32061068702290074,-0.3376298335627581
47,6.343511450381679,5.94731573019647,3.7251908396946565,1.7050431735702667,-0.32061068702290074,-0.3376298335627581
48,6.419847328244275,5.94731573019647,1.786259541984733,1.7050431735702667,-0.26717557251908397,-0.3376298335627581
49,6.488549618320611,5.94731573019647,1.900763358778626,1.7050431735702667,-0.2366412213740458,-0.3376298335627581
50,6.366412213740458,5.94731573019647,0.3053435114503817,1.7050431735702667,-0.2824427480916031,-0.3376298335627581
51,5.984732824427481,5.94731573019647,1.786259541984733,1.7050431735702667,-0.1984732824427481,-0.3376298335627581
52,6.251908396946565,5.94731573019647,1.8396946564885497,1.7050431735702667,-0.366412213740458,-0.3376298335627581
53,6.175572519083969,5.94731573019647,1.748091603053435,1.7050431735702667,-0.32061068702290074,-0.3376298335627581
54,6.312977099236641,5.94731573019647,1.83206106870229,1.7050431735702667,-0.24427480916030533,-0.3376298335627581
55,6.099236641221374,5.94731573019647,1.3587786259541985,1.7050431735702667,-0.22900763358778625,-0.3376298335627581
56,6.206106870229007,5.94731573019647,1.9236641221374047,1.7050431735702667,-0.2900763358778626,-0.3376298335627581
57,6.251908396946565,5.94731573019647,1.9770992366412214,1.7050431735702667,-0.3282442748091603,-0.3376298335627581
58,6.259541984732825,5.94731573019647,1.7404580152671756,1.7050431735702667,-0.5801526717557252,-0.3376298335627581
59,0.0,5.94731573019647,0.0,1.7050431735702667,0.0,-0.3376298335627581
